"filename", "language", "Batch", "Groovy", "XML", "C++", "Properties", "Java", "Markdown", "cmake", "CMake Cache", "Log", "C", "JSON", "comment", "blank", "total"
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\anim\fade_out.xml", "XML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 23
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\anim\slide_in_left.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\anim\slide_in_right.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\anim\slide_out_left.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\anim\slide_out_right.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable-anydpi\ic_cap_asr.xml", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable-anydpi\ic_file.xml", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable-anydpi\ic_main.xml", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable-anydpi\ic_record_asr.xml", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable-anydpi\ic_setting.xml", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable-v24\ic_launcher_foreground.xml", "XML", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable\ic_baseline_play_arrow_24.xml", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable\ic_baseline_settings_24.xml", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable\ic_baseline_share_24.xml", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable\ic_baseline_stop_24.xml", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable\ic_filemanager.xml", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable\ic_launcher_background.xml", "XML", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 171
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\drawable\round_background.xml", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\activity_main_view.xml", "XML", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\file_item.xml", "XML", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 58
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\floatviewtest.xml", "XML", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 48
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\fragment_files_manager.xml", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\fragment_main.xml", "XML", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 66
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\fragment_runing_capture.xml", "XML", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 54
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\fragment_runing_record.xml", "XML", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 55
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\settings_activity.xml", "XML", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\layout\text_item.xml", "XML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\menu-v26\yuyin_bottom_nav_menu.xml", "XML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\menu\bar_menu.xml", "XML", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\menu\yuyin_bottom_nav_menu.xml", "XML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\mipmap-anydpi-v26\ic_launcher.xml", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\mipmap-anydpi-v26\ic_launcher_round.xml", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\navigation\yuyin_navigation.xml", "XML", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values-land\dimens.xml", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values-night\themes.xml", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 16
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values-w1240dp\dimens.xml", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values-w600dp\dimens.xml", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values\arrays.xml", "XML", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 22
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values\attrs.xml", "XML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values\colors.xml", "XML", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values\dimens.xml", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values\strings.xml", "XML", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 32
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\values\themes.xml", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 17
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\xml\filepaths.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"e:\share_data\androidProject\YuYinDemo\app\src\main\res\xml\root_preferences.xml", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 13, 52
"e:\share_data\androidProject\YuYinDemo\app\src\test\java\com\mobvoi\wenet\ExampleUnitTest.java", "Java", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 5, 3, 17
"e:\share_data\androidProject\YuYinDemo\build.gradle", "Groovy", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"e:\share_data\androidProject\YuYinDemo\gradle.properties", "Properties", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 16, 0, 20
"e:\share_data\androidProject\YuYinDemo\gradle\wrapper\gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 1, 7
"e:\share_data\androidProject\YuYinDemo\gradlew.bat", "Batch", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 85
"e:\share_data\androidProject\YuYinDemo\settings.gradle", "Groovy", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"Total", "-", 61, 123, 892, 17780, 11, 38, 16, 224, 306, 41, 566, 1, 9143, 3592, 32794
